,name,duration,rating,review,sentimen
23,Gerald Mamengko,3 years ago,5 stars,libur bulan desember kemarin kunjung kraton yogyakarta sangat senang tunjuk budaya kota milik banyak tunjuk seni betul sekali modal uang ribu rupiah turis domestik semua rasa penasaran kraton yogyakarta jawab beberapa tunjuk tari betul hari,1
24,Fanny syariful alam,a year ago,5 stars,landmark klasik yogyakarta tidak pernah ubah meski jadi kembang kota modernisasi nilai nilai tradisional tetap entah sulit temu kembang masif,1
25,El Brayan Mero,a year ago,5 stars,tempat tarik sejarah luar biasa suka foto foto barang barang sultan masa lalu pandu wisata wanita luar biasa hebat,1
26,Sahalas,a year ago,5 stars,kraton guna sultan buka umum museum banyak sri sultan hamengkubuwono ix pernah baca biografi raja rendah hati patriot indonesia bawa anak anak sini ajar patriotisme,1
27,Hazel Nadine,3 years ago,5 stars,rupa diam sultan tidak lihat seluruh kompleks kraton biaya masuk sangat murah bahkan orang asing biaya masuk sedikit lebih tinggi ambil gambar kena biaya jangan khawatir murah minta pandu resmi masuk sangat saran guna pandu tahu sejarah tidak sekadar liar tuju kompleks tidak biaya tetap pandu ikan tip masuk akal satu satu kurang toilet tidak bersih pandu mungkin tanya pergi museum kereta kuda dekat kraton m jalan kaki tambah rupiah mau,1
28,Aldarlingdear,10 months ago,5 stars,ulang jangan percaya orang kata kraton penuh arah aula tiket masuk gratis senyum sikeras periksa sendiri malu borobudur idr non indo rupiah indo tidak tahu rekomendasi teman ekspatriat kunjung kraton obat luka pandu wisata milik banyak tahu cerita abdi sultan kraton indah rupa harta karun sejarah kunjung kraton,1
29,Yuninda Santhi Hendrian,a year ago,5 stars,suka tempat sejarah pergi sini harga tiket masuk rupiah bagi dapat museum tempat sendiri generasi sultan yogyakarta,1
30,白杉,8 months ago,5 stars,tunjuk tari transisi akhir pekan pukul suka warna raja,1
31,Aryeh Sternberg,4 years ago,5 stars,kilas tarik sejarah unik sultan sejarah masyarakat yogyakarta kraton wajib kunjung tinggal kota pasang jalan kraton air sama pasti jajah bagai sudut area samping dapat museum mini sembunyi mana mana,1
32,Doni Laksono,7 months ago,5 stars,harta nasional sangat otentik masa lalu sultan yogyakarta meski ramai rasa nyaman ada sini,0
33,Naura Fadhilah Khairunnisa,4 months ago,5 stars,kraton indah damai,1
34,An Aria,4 years ago,5 stars,tempat indah biaya kira kira kurang rupiah bayar rupiah jelas rupiah tiket masuk rupiah izin potret beli semua orang potret bukan tempat bagus ada sana sendiri sali tidak sadar tawar program pandu wisata wisatawan kalau tahu daftar sekolah sejarah singkat budaya tempat dengar ada tunjuk wayang jam lebih waktu kesana mulai kurang lebih jam pagi jadi perlu jelas tanya salah satu pandu kalau,1
35,kimberlly grace,10 months ago,5 stars,penting kraton tutup jam siang rekomendasi bawa becak jajah kraton beberapa tempat wisata sekitar rupiah dapat transportasi orang pandu wisata orang fotografer kemudi becak sangat hebat ambil foto bagus tip tukang becak puas layan,0
36,Agung Bowo Laksono,3 years ago,5 stars,beberapa kali unjung tempat tidak pernah bosan unjung sama keluarga dapat pandu lokal baik kraton sendiri pandu tahu seluruh sejarah kraton simbol simbol mana mana bangun makna gambar bagaimana tindak raja masa lalu jalan raja tunjuk hari cek jadwal tunjuk google semua gratis,1
37,Arini Zulfa,a month ago,5 stars,tempat indah pandu bagus,1
38,Faza Fawzan Bastarianto,3 years ago,5 stars,sangat suka tempat museum raja hidup era modern kompleks kraton milik museum pamer artefak raja tampil tari tradisional jawa hari hari tentu,1
39,Agus Wiwanto,5 months ago,5 stars,perlu datang sini tahu lebih jauh yogyakarta biaya masuk murah bayar biaya pandu sesuai ingin mohon ikan benar butuh pandu milik tahu luas senang hati jawab tanya hilang paruh alam kunjung tidak milik pandu kratonnya besar tanah sekitar milik sultan naik kraton bagi tingkat tiga tujuh kawasan wakil tujuh tingkat dunia bahasa jawa banyak sekali kenang sultan dahulu sultan sultan belum pahlawan nasional indonesia dukung merdeka indonesia beri status provinsi istimewa yogyakarta,1
40,Nur Anisah,4 years ago,5 stars,konstruksi sangat artistik nila dapat lebih banyak tahu sejarah kraton guna pandu tiket masuk besar tambah izin foto domestik depan kraton dapat alun alun utara belakang kraton dapat alun alun selatan hal obyek wisata lain banyak sekali barang dagang makan minum jual kraton,1
41,joey “Joey 006” R,4 years ago,5 stars,ada tempat acara besar yogyakarta duduk tempat datang nikmat malam festival festival sebut drama lama tradisi makan sangat senang ajar lebih banyak baru budaya nikmat baik yogyakarta malam hari,0
42,Imam Rustadi,4 months ago,5 stars,tinggal agung raja jawa hingga,1
43,"Moch Faisal Karim, PhD",3 months ago,5 stars,gila sejarah rasa kraton jelas lebih banyak sejarah jawa konten tampil sangat batas perlu baik konten,1
44,Gita Indriani Syafitri,3 years ago,5 stars,wisata budaya sama anak sini memang senang saksi tari tradisional hari kamis minggu jelas pandu sangat jelas,1
45,naufal faiz,3 years ago,5 stars,kraton kaya nilai sejarah kota sejarah butuh jelas tempat kraton banyak pandu sedia jasa antar kamu kunjung yogyakarta kamu wajib kunjung sini,1
46,Emiel Allefs,4 years ago,5 stars,kraton sultan bagus pandu lokal tahu segala sultan kraton banyak upacara artefak main bayang langsung harga masuk tidak terlalu mahal bayar rupee juli per kamera tidak periksa,0
47,Dominik Heinzlmayer,4 months ago,5 stars,kraton yogyakarta sungguh bagus lihat baca sejarah pulau jawa yogyakarta milik dokumen dokumen lama tulis bahasa jawa semua mobil kereta tua sultan bagus sekali tinggal kraton pandu batik mana dapat lukis bagus pria toko lukis sangat baik bicara bahasa inggris baik tidak paksa beli jelas banyak,0
48,dhimas baskoro,4 years ago,5 stars,situs saksi sejarah bangga warga yogyakarta bangun tua mungkin perlu beberapa renovasi mungkin tidak nuansa jaya zaman tampil bangun taman jaga betul ada yogyakarta kunjung tempat sila padan,1
49,Erny Ludvyani Sumantri,5 years ago,5 stars,tempat sejarah yogyakarta sayang lewat ini pusat sejarah yogyakarta banyak benda sejarah benda budaya sini kraton yogyakarta rupa salah satu kraton guna raja tempat tidak jauh malioboro kamu jalan kaki tempat sangat ramai utama akhir pekan tunjuk tari wayang kulit gratis hari jam pagi pandu siap jelas apa kraton toko suvenir,0
50,Budi AMDG,3 months ago,5 stars,salah satu tempat paling penting kunjung yogyakarta sangat nikmat tunjuk tari pendopo tiket rupiah orang domestik masuk tur pandu,1
51,Joglowebs. Com,4 years ago,5 stars,susur kraton hingga fungsi diam raja keluarga jadi alam senang penuh ilmu kompleks kraton yogyakarta bagi jadi bagi bagi kunjung wisatawan bagi tutup rupa pusat giat keluarga raja beberapa bagi tidak masuk unjung gedhong jene tempat sambut tamu raja gedhong purworetno kantor sultan raja yogyakarta bangsal kencana bangsal trajumas kaputren meski tidak perlu khawatir banyak bagi kunjung jelajah bangun megah upa pendopo sebut bangsal unjung museum benda sejarah kraton yogyakarta dapat koleksi alat makan kerabat aneka kain batik serta sejarah buat koleksi kursi sri sultan hb viii permaisuri koleksi lukis salah satu lukis tak lewat potret diri sri sultan hb vi karya maestro raden saleh lang ujung temu buah bangun gambar lengkap informasi dokumentasi memorabilia sri sultan hb ix bangun dapat bagai macam pakai pakai resmi raja pakai kena supitan baju kuda sepak bola seragam pandu meja kerja lencana dinas ijazah hingga koleksi kamera lama milik sultan,0
52,Restu Mustaqim,5 years ago,5 stars,tempat sungguh takjub tenang angin tempat bagus lihat tinggal yogyakarta lebih baik kunjung jam buka rombong banyak ajar datang kunjung,1
53,Ferro B.,4 years ago,5 stars,suka tempat suka kisah sejarah balik koleksi harga tiket rupiah orang wisatawan mancanegara rupiah orang wisatawan domestik kamera kena biaya rupiah kamera kamera ponsel semua retribusi guna gaji pegawai kraton pelihara kraton sila pesan pandu wisata lebih paham sejarah tidak patok harga tetap biaya sebut sukarela sejahtera senang hati beri tahu semua informasi butuh apa tip,1
54,Henra Saragih,5 years ago,5 stars,tempat wajib kunjung libur yogyakarta waktu baik kunjung pagi hari hari kerja harap kena pakai pantas kaos oblong celana pendek bawah lutut cukup,1
55,Khun C,3 years ago,5 stars,banyak koleksi harta karun keluarga hamangkebowo beberapa bagi kraton sultan sedang pugar patut kunjung lihat kraton raja jawa,1
56,Sisilia Deb,4 years ago,5 stars,temu sedikit informasi kraton yogyakarta sini jadi lebih baik sewa pandu tahu kraton yogyakarta kisah sejarah,1
57,SAM,a year ago,5 stars,tempat sejarah kraton takjub yogyakarta kunjung ada yogyakarta,1
58,robbie drex,a year ago,5 stars,kawasan kraton sederhana bagus sejarah sangat tarik suatu harus cinta budaya unjung yogya,1
59,Agustian Al-Faruq,2 years ago,5 stars,tempat sangat bagus kenal yogyakarta sejarah banyak sewa pandu jelas semua,1
60,Yosepha Rini,2 years ago,5 stars,kraton jawa megah ikon yogyakarta bangun waris nilai moral koleksi semua bagus ajar banyak sejarah khusus budaya jawa sini tiket cukup murah hingga unjung kraton lebih sekali selalu beri kesan megah sakral sini,1
61,Steve Kristianto,4 months ago,5 stars,waris budaya dedikasi royals tur pandu pintu masuk makan waktu jam harap lebih dar kereta raja gambar sejarah,1
62,agus makkie,2 years ago,5 stars,ibarat pasuk taman main keluarga ajar sejarah budaya seni kuliner,1
63,Nuna Noona,2 years ago,5 stars,kraton yogyakarta tempat besar luas kisah sejarah takjub lebih baik milik pandu wisata dengar banyak cerita takjub salah satu cerita takjub bahkan area buka luas tepuk tangan kraton suara getar dengar luar konon raja sri sultan hamengkubuwono butuh rakyat perlu tepuk tangan rakyat dengar datang,1
64,Maryah Ulfah,2 years ago,5 stars,salah satu ikon yogyakarta wajib kunjung kraton sebut kraton yogyakarta tempat tinggal utama sultan keluarga catat april juni pamer temporer bojakrama jamu negara kraton yogyakarta,1
65,T-Drivers Social Golf Club Indonesia,4 years ago,5 stars,lokasi indah tepat jantung kota yogyakarta ajar semua sejarah dalam sultan jawa kerabat masuk akses kraton utama bangun kecil dekat lihat foto foto koleksi barang barang sultan bagai lukis momen fotografi panjang masa perintah venue saksi tari tradisional ritual adat baik main musik gamelan sungguh megah biaya masuk sangat padan uang keluar patut kunjung wisatawan kunjung yogyakarta,1
66,Rian Kusuma Dewi,2 years ago,5 stars,salah satu wishlist beri perspektif kraton tunjuk tradisional hari jam pagi jangan lewat,1
67,Isna Firdasari,2 years ago,5 stars,tempat bagus tahu sultan koleksi banyak sultan hamengkubuono ix pandu wisata sangat bantu protokol covid baik,1
68,Harry Prenditi,5 years ago,5 stars,kraton raja yogjakarta tempat mana benar benar rasa budaya klasik jawa pagi hari sering nikmat tari tradisional iring gamelan orkestra gendang indonesia kemudian museum sebut banyak dapat tinggal masa kononial cara belanda paksa diri sultan sultan jawa,1
69,Woeragil Nur Isnaeny,4 years ago,5 stars,harga tiket murah negeri luar negeri jajah kraton yogyakarta lihat tunjuk reguler masuk sini tarik tunjuk wayang golek sila datang sini hari sabtu lihat tunjuk tari kunjung hari minggu banyak pandu beberapa bahasa,1
70,Siera Yankee,4 years ago,5 stars,tempat bagus tahu budaya indonesia khusus jawa tengah usaha datang jam pagi saksi tunjuk tradisional gamelan tari tradisional mohon perhati tanda pihak wenang beberapa ruang patuh kena topi topi apa harap lepas ada tunjuk rasa hormat,1
71,angga maulana Akbar,4 years ago,5 stars,tempat sangat kaya sejarah yogyakarta lihat semua gambar foto hamengkubuwana mobil mobil naik hamengkubuwana foto foto aktivitas kraton masa lalu banyak lain sangat senang ada sana,1
72,Yanuarisa Ramadhanti,4 years ago,5 stars,unjung tempat hari sabtu sempat tonton tunjuk wayang dalam gratis tidak biaya tambah tiket masuk tiket masuk rupiah masuk izin foto tempat bersih banget orang rendah hati temu wanita buat batik tulis dalam bahkan beli batik dalam,1
73,Rachmat Khaerudin,5 years ago,5 stars,wisata tepat kenal budaya yogyakarta tani pandu ramah susana tempat nyaman jadi kraton yogyakarta salah satu wisata budaya sangat rekomendasi,1
74,Natasha Angeline,4 years ago,5 stars,salah satu teman inggris kata kraton buat pikir raja milik anggar batas aku bukan kraton paling megah semarak milik estetika sendiri tari kostum fakta banyak unjung kraton bayar minimal tidak cukup hidup hari hari tetap abdi pimpin,1
75,Desy Prima,4 years ago,5 stars,buah kraton sejarah ajar banyak yogyakarta bangun dapat banyak informasi museum diorama manekin jangan lupa minta pandu tani kunjung kraton jelas banyak penting bangun pohon,1
76,Cahayafotostudio Photography,a month ago,5 stars,tempat bagus lihat nikmat,1
77,Hardy Wiratama,4 years ago,5 stars,tahun sekali saksi tari cipta raja kraton yogyakarta tari pentas kenang tanggal naik takhta raja kraton yogyakarta,1
78,Viki Stevan Nurdianto,5 years ago,5 stars,tempat tempat baik ajar lebih jauh budaya filosofi jawa saran mes pandu wisata jelas semua sejarah keluarga raja,1
79,HANSUB LIM (World traveller),2 years ago,5 stars,tempat sangat damai datang yogyakarta unjung,1
80,soni ariyanto,5 years ago,5 stars,epik lihat rasa sensasi kraton jawa main ruang buka depan kraton sebut alun alun makan makan jalan jawa sini,1
81,Charulata,5 months ago,5 stars,kraton museum oke tiket masuk rupiah per orang museum milik beberapa barang foto bagus tidak jelas bahasa inggris pandu sedia ajak keliling beri sumbang sesuai pilih baik tunjuk cerita ramayan jam pagi laku tutup musisi profesional tari artistik gaya tradisional dialog kostum warna warni ajaib lihat tidak lewat biaya jauh lebih murah banding tunjuk rupa candi prambanan purawista sangat rekomendasi kunjung sini tunjuk,0
82,Richo Wirawan,5 years ago,5 stars,kompleks paling raja pernah kunjung kompleks lestari tinggal sultan keluarga diri banyak bangun milik fungsi masing masing tiket murah biaya tambah izin foto video super murah abdi dalem sebut orang abdi kraton segala atur jaga bagi besar wilayah kraton tidak semua kawasan akses wisatawan penting lengan tidak boleh pria celana pendek boleh,1
83,Miquel Louis Setiadi,5 months ago,5 stars,kraton yogyakarta bangun tahun pangeran mangkubumi bangun kraton bentang utara selatan sisi depan utara temu alun alun sebut plaza utara halaman belakang sebut alun alun selatan kraton bagi rupa pusat kompleks hias ornamen ornamen indah struktur kayu jati bagi dalam dapat ruang khusus nikah raja lantik pangeran putri area penting bagi kraton bangsal prabayeksa buah aula tempat simpan senjata suci keris tombak pisau panah seragam perang senjata api kraton yogyakarta buka jam pagi jam siang biaya masuk rupiah,0
84,Stewart,4 months ago,5 stars,tempat sangat bagus yogyakarta suka dekorasi sana sangat anjur tempat sejarah keluarga raja wilayah,1
85,Amalia Arisandi (aMeL),4 years ago,5 stars,lebih baik datang paling lambat waktu makan siang maksimal jelajah banyak cerita budaya tarik ungkap,1
86,Daniel Alexander,3 years ago,5 stars,tempat sejarah yogyakarta perlu baik beberapa tampil museum kereta favorit seram,1
87,Satwika Santi,8 months ago,5 stars,abdi dalem ramah sekali lingkung inspiratif,1
88,Indri Septiana,3 years ago,5 stars,tuju baik pariwisata didik ajar sejarah budaya jawa,1
89,Nana Rdn,4 years ago,5 stars,kraton yogyakarta hadiningrat bahasa indonesia kraton yogyakarta hadiningrat salah satu tempat sejarah jawa tengah kenal alat musik gamelan tunjuk tari tradisional tunjuk wayang golek tradisional lain batik salah satu ikon yogyakarta makan gudeg pecel rasa asli yogyakarta wajib coba cinta kuliner,1
90,Aditya Karnawiredja,3 years ago,5 stars,kraton yogyakarta hadiningrat bahasa indonesia kraton yogyakarta hadiningrat bahasa jawa buah kompleks kraton kota yogyakarta daerah istimewa yogyakarta indonesia tempat duduk sultan yogyakarta kuasa keluarga kompleks rupa pusat budaya jawa isi museum pamer artefak raja jaga awal kraton yogyakarta bahasa indonesia prajurit kraton yogyakarta hadiningrat kompleks bangun tahun aj hamengkubuwono i sultan yogyakarta pertama salah satu tindak pertama raja penandatanganan janji giyanti aku bentuk sultan yogyakarta bawah usaha hindia timur belanda hutan beringin lindung banjir lokasi sungai pilih lokasi kraton tanggal juni stamford raffles pimpin pasu inggris kuat orang serang kota raja yogyakarta tembok meski jumlah lebih inggris orang jawa tidak siap hadap serang sebut yogyakarta jatuh satu hari kratonnya jarah bakar banyak emas permata mata uang nila jarah serang pertama kraton jawa sultan tunduk otoritas kolonial bagi besar kraton bangun sultan hamengkubuwono viii kuasa tahun hingga bangun gempa bumi tahun,1
91,Panji Nurdyanto,4 years ago,5 stars,kraton yogyakarta hadiningrat kraton sultan yogyakarta hadiningrat letak kota yogyakarta daerah istimewa yogyakarta indonesia kompleks bangun kraton rupa bangun utama sultan masa kini lestari tradisi raja kraton rupa salah satu destinasi wisata kota yogyakarta kompleks depan gladhag pangarukan alun alun lor mesjid gedhe kesultananpagelaran banyak tempat nama bangsal,1
92,mutma inah,5 years ago,5 stars,bayar rupiah per orang banyak budaya indonesia sini moga jalan senang,1
93,Sara RoBin,10 months ago,5 stars,tarik sekali ajar banyak sejarah raja yogyakarta,1
94,Morgan Healey,3 months ago,5 stars,kraton sangat indah budaya rekomendasi pergi hari senin selasa mana main gamelan drum lokal mulai jam pagi,1
95,Selvi Anggrainy,2 years ago,5 stars,informasi sangat dalam tahu pertama kali unjung kraton minta pandu ikut sama bayar nila sen,1
96,Parita Patel,3 years ago,5 stars,kraton sangat indah pasti milik macam peta sesat dalam,1
97,Mike Staton,6 months ago,5 stars,suatu harus ada yogyakarta sejarah luar biasa pandu wisata sangat tahu banyak peluang foto bagus sangat anjur,1
98,Elok Dwi Nurwanto,4 years ago,5 stars,tempat tepat kenal sejarah jawa langsung tengah solo sekitar kraton dapat jalan malioboro kenal banyak tempat wisata budaya jawa yogyakarta,1
99,Telor Busux,4 years ago,5 stars,tempat sejarah yogyakarta khusus perintah budaya pimpin generasi sultan sri tiket masuk tempat murah worth it perlu bayar rupiah domestik tahu sejarah yogyakarta,1
100,Reynaldi Elica Kenrick,4 years ago,5 stars,tiket masuk memang rupiah aku punya teman bapak asal kraton jadi aku bebas masuk kraton wkwkw,1
101,Adityo Trimurdani,4 years ago,5 stars,jalan waktu abad banyak abdi dalem tugas kerja sini,1
102,Andy Subagio,3 years ago,5 stars,sekali salat masjid gedhe kaum tempat kenal yogyakarta dekat kraton raja yogyakarta kraton cantik tenang sejuk meski cuaca hangat bahkan panas sana,0
103,Everton Christie,a week ago,5 stars,nikmat kraton hubung lingkung,1
104,siska oktaviani,3 years ago,5 stars,nikmat tunjuk boneka pintu masuk baik datang pagi kraton tutup jam siang,0
105,Shifatul Husna,4 years ago,5 stars,unjung tempat minta pandu jelas kisah kraton lebih senang bila milik pandu samping,1
106,Nobrya Husni,4 years ago,5 stars,diam raja hamengkubuwono x gubernur yogyakarta suka asli meski layan tidak guna sendal sepatu dulu,1
107,Yurham Afif,4 years ago,5 stars,tempat sejarah penuh barang antik budaya tunjuk gamelan tari tradisional jawa jam pagi sewa pandu wisata bahasa indonesia inggris,1
108,Anna King,3 years ago,5 stars,tempat sejarah wajib kunjung yogyakarta biaya masuk sangat murah sangat senang ajar lihat raja jawa benar rumah besar tempat tinggal sultan raja keluarga kawasan formal kraton tak jauh sini rumah sultan tampil tunjuk gamelan sinden nyanyi tradisional perhati tanda tulis jangan foto abdi dalem guna abdi dalem gambar latar,1
109,yusuf kurniawan,5 years ago,5 stars,kunjung baik hari minggu lihat latih tari jawa main musik gamelan lengkap sinden nyanyi,1
110,gracia leona,4 years ago,5 stars,tidak dapat apa tidak dapat pandu wisata sangat murah alam luar biasa cinta budaya,1
111,Eric Andrade,6 months ago,5 stars,sangat bersih depan tradisi jawa,1
112,Kanal Reviu dan Gagasan,3 years ago,5 stars,festival sekaten sungguh luar biasa konsep tradisi konsep komersial lama puluh tahun buat rindu sebut tinggal hari,0
113,stevitri sarasti,4 years ago,5 stars,budaya kaya tahu saran dapat pandu sebut abdi dalem beri tahu semua detail kagum meski orang indonesia,1
114,Tommy Efrata,8 months ago,5 stars,tiket sangat jangkau masuk pandu wisata profesional kraton banyak sedia pamer tematik salah satu wisata edukasi sejarah baik indonesia,1
115,Susie Ncuss,5 years ago,5 stars,baru pertama kali unjung tempat pasti minta pandu tani jalan pandu jelas segala kraton sri sultan hamengkubuwono ix pagi hari minggu nikmat wanita gadis latih tari mentor pukul kamu lihat tampil salah satu ballroom palace alam indah,1
116,Didik Zulfahmi Akbar,2 years ago,5 stars,suka tempat kraton yogyakarta sangat kenal waris internasional bangun milik fungsi beda beda sebar energi positif tinggal lebih lama bagai tinggal gamelan wayang kreta sangat suka arsitektur mulai lantai pilar dekorasi detail ukir kayu harap semua orang tahu tempat luar biasa sejarah,0
117,Remilia Scarlet,3 months ago,5 stars,unjung lihat banyak sejarah sini orang,1
118,Tedwin Tansan,4 years ago,5 stars,sini kenal hidup keluarga kraton saksi tempat lantik presiden soekarno kraton beberapa spot kunjung hari baik datang sini hari hari jumat semua giat gamelan tunjuk lain libur hari,1
119,jimmy sallan,5 years ago,5 stars,wajib kunjung ada yogyakarta meski bukan kunjung pertama saran pasuk kraton pintu masuk gerbang selatan jelajah bagi kraton,1
120,Rita,5 years ago,5 stars,tempat bagus tahu kraton yogyakarta tiket cukup murah baik masyarakat lokal maupun mancanegara ambil pandu beri tahu lebih banyak tempat sangat bantu senang unjung tempat,1
121,Glenn Main-Main,5 years ago,5 stars,salah satu kraton sejarah paling kenal indonesia salah satu tuju wisata utama yogyakarta tempat sangat besar minta pandu wisata cerita banyak sejarah detail kraton sini rasa suasana yogyakarta saksi beberapa tunjuk kait budaya jawa,1
